1000	0.000141782
1024.02	0.000150813
1048.05	0.000160459
1072.07	0.000169609
1096.1	0.00016981
1120.12	0.000179952
1144.14	0.000190177
1168.17	0.000200556
1192.19	0.000211793
1216.22	0.000222916
1240.24	0.000234949
1264.26	0.000247117
1288.29	0.000259549
1312.31	0.000272567
1336.34	0.000285789
1360.36	0.00029969
1384.38	0.000314232
1408.41	0.000328514
1432.43	0.00034379
1456.46	0.000359628
1480.48	0.000375775
1504.5	0.00039218
1528.53	0.000409177
1552.55	0.000427329
1576.58	0.000427954
1600.6	0.00044568
1624.62	0.000464123
1648.65	0.000482861
1672.67	0.00050224
1696.7	0.000522199
1720.72	0.000542794
1744.74	0.000564099
1768.77	0.000585179
1792.79	0.000606932
1816.82	0.000629521
1840.84	0.000252791
1864.86	0.000259476
1888.89	0.000266219
1912.91	0.000272897
1936.94	0.000279791
1960.96	0.000286891
1984.99	0.000294194
2009.01	0.000301835
2033.03	0.000309559
2057.06	0.000317663
2081.08	0.000326178
2105.1	0.000335006
2129.13	0.000344168
2153.15	0.000353318
2177.18	0.000362957
2201.2	0.00037312
2225.23	0.000383347
2249.25	0.000393933
2273.27	0.00040473
2297.3	0.000416041
2321.32	0.000427376
2345.35	0.000439201
2369.37	0.000451162
2393.39	0.000463553
2417.42	0.000476073
2441.44	0.00048911
2465.47	0.000502538
2489.49	0.000516257
2513.51	0.000529989
2537.54	0.000544244
2561.56	0.000558856
2585.59	0.000573858
2609.61	0.000588731
2633.63	0.000604244
2657.66	0.000619947
2681.68	0.000636404
2705.71	0.000652592
2729.73	0.000669626
2753.75	0.000686153
2777.78	0.000703359
2801.8	0.000720767
2825.83	0.000738689
2849.85	0.000756819
2873.87	0.000774797
2897.9	0.00079355
2921.92	0.000811886
2945.95	0.000831089
2969.97	0.000850398
2993.99	0.000870269
3018.02	0.000890202
3042.04	0.000909926
3066.07	0.000930536
3090.09	0.000950616
3114.11	0.000971364
3138.14	0.000992428
3162.16	0.001013403
3186.19	0.001035279
3210.21	0.001056434
3234.23	0.001078138
3258.26	0.001100488
3282.28	0.001122797
3306.31	0.001146028
3330.33	0.001168921
3354.35	0.001191817
3378.38	0.001215627
3402.4	0.001239007
3426.43	0.001263125
3450.45	0.00128788
3474.47	0.001311639
3498.5	0.001336289
3522.52	0.001361504
3546.55	0.00138682
3570.57	0.001413096
3594.59	0.001439321
3618.62	0.001448683
3642.64	0.00147534
3666.67	0.001501722
3690.69	0.001528064
3714.71	0.001555348
3738.74	0.001582654
3762.76	0.001610189
3786.79	0.001638697
3810.81	0.001667153
3834.83	0.001695637
3858.86	0.001725111
3882.88	0.001754638
3906.91	0.001783959
3930.93	0.001814279
3954.96	0.001845219
3978.98	0.001876155
4003	0.001907967
4027.03	0.001939488
4051.05	0.001970793
4075.07	0.002003125
4099.1	0.002036535
4123.12	0.002069344
4147.15	0.002102771
4171.17	0.002137291
4195.2	0.002171722
4219.22	0.002205806
4243.24	0.002240977
4267.27	0.002277168
4291.29	0.002312278
